Department,year,AwardPounds
Sch of Modern Languages,2016,234267.0
Sch of Molecular & Cellular Biology,2015,11746919.0
Sch of Molecular & Cellular Biology,2016,3564713.0
Sch of Molecular & Cellular Biology,2017,3643431.0
Sch of Molecular & Cellular Biology,2018,2340763.0
Sch of Molecular. Genetics & Pop Health,2012,4949443.0
Sch of Molecular. Genetics & Pop Health,2018,1045888.0
Sch of Music,2015,197836.0
Sch of Music Humanities & Media,2015,513751.0
Sch of Music Humanities & Media,2016,280689.0
Sch of Music Humanities & Media,2018,161007.0
Sch of Natural Sciences,2014,750127.0
Sch of Natural Sciences,2015,2052095.0
Sch of Natural Sciences,2016,669477.0
Sch of Natural Sciences,2017,1179221.0
Sch of Natural Sciences,2018,1708239.0
Sch of Natural Sciences & Env Sciences,2014,781156.0
Sch of Natural Sciences & Env Sciences,2015,793683.0
Sch of Natural Sciences & Env Sciences,2016,1904097.0
Sch of Natural Sciences & Env Sciences,2017,4798469.0
Sch of Natural Sciences & Env Sciences,2018,4252828.0
Sch of Natural and Built Environment,2016,1209984.0
Sch of Natural and Built Environment,2017,802206.0
Sch of Natural and Built Environment,2018,2411285.0
Sch of Nursing and Midwifery,2018,151576.0
Sch of Ocean Sciences,2014,710743.0
Sch of Ocean Sciences,2017,145055.0
Sch of Ocean Sciences,2018,215768.0
Sch of Performance & Cultural Industries,2016,200455.0
Sch of Performance & Cultural Industries,2017,61656.0
Sch of Performance & Cultural Industries,2018,401886.0
Sch of Pharmacy,2014,4552545.0
Sch of Pharmacy,2015,5365957.0
Sch of Pharmacy,2016,889320.0
Sch of Pharmacy,2017,3971414.0
Sch of Pharmacy,2018,1833871.0
Sch of Pharmacy & Biomedical Sciences,2018,353509.0
Sch of Pharmacy & Biomolecular Sciences,2015,1564907.0
Sch of Pharmacy & Biomolecular Sciences,2017,146701.0
Sch of Pharmacy & Pharmaceutical Sci,2018,1521812.0
Sch of Philosophy Psychology & Language,2016,2051380.0
Sch of Philosophy Psychology & Language,2017,851512.0
Sch of Physical Sciences,2014,70867.0
Sch of Physical Sciences,2015,72255.0
Sch of Physical Sciences,2016,1609515.0
Sch of Physical Sciences,2017,183997.0
Sch of Physical Sciences,2018,1898843.0
Sch of Physical Sciences and Computing,2018,527010.0
Sch of Physics & Astronomy,2014,1657448.0
Sch of Physics & Astronomy,2015,4747560.0
Sch of Physics & Astronomy,2016,2535239.0
Sch of Physics & Astronomy,2017,3944776.0
Sch of Physics & Astronomy,2018,3441014.0
Sch of Physics and Astronomy,2013,785763.0
Sch of Physics and Astronomy,2014,3541667.0
Sch of Physics and Astronomy,2015,10411475.0
Sch of Physics and Astronomy,2016,2066191.0
Sch of Physics and Astronomy,2017,7032218.0
Sch of Physics and Astronomy,2018,10019190.0
Sch of Policy Studies,2016,199848.0
Sch of Politics & International Relation,2014,994861.0
Sch of Politics & International Relation,2016,878957.0
Sch of Politics & International Relation,2017,3101575.0
Sch of Politics & International Relation,2018,71369.0
Sch of Politics Int Stu and Philosophy,2017,128336.0
Sch of Psychology,2013,1278585.0
Sch of Psychology,2014,4656263.0
Sch of Psychology,2015,1025951.0
Sch of Psychology,2016,1103174.0
Sch of Psychology,2017,2738860.0
Sch of Psychology,2018,4029968.0
Sch of Psychology and Clinical Lang Sci,2015,2165248.0
Sch of Psychology and Clinical Lang Sci,2016,443434.0
Sch of Psychology and Clinical Lang Sci,2017,950370.0
Sch of Psychology and Clinical Lang Sci,2018,1685328.0
Sch of Science Engineering and Tech,2015,576776.0
Sch of Science Engineering and Tech,2017,98212.0
"Sch of Science, Engineering & Design",2017,91848.0
"Sch of Social Sci, Edu & Social Work",2016,973023.0
"Sch of Social Sci, Edu & Social Work",2018,751228.0
Sch of Social Sciences,2014,9144477.0
Sch of Social Sciences,2016,795323.0
Sch of Social Sciences,2017,13070470.0
Sch of Social Sciences,2018,3327081.0
Sch of Social Work,2014,184718.0
Sch of Social and Health Sciences,2016,8294.0
Sch of Social and Political Science,2011,27277776.0
Sch of Social and Political Science,2014,1464566.0
Sch of Social and Political Science,2015,918666.0
Sch of Social and Political Science,2016,1378078.0
Sch of Social and Political Science,2017,1726005.0
Sch of Social and Political Science,2018,1799429.0
Sch of Society Enterprise and Env,2017,218063.0
Sch of Sociology & Social Policy,2018,323181.0
Sch of Sociology and Social Policy,2018,450200.0
Sch of Sport Exercise & Health Sciences,2016,161948.0
Sch of Sport Exercise & Health Sciences,2017,882107.0
Sch of Sport and Wellbeing,2017,301663.0
"Sch of Theatre, Perform & Cult Poli Stud",2014,38517.0
"Sch of Theatre, Perform & Cult Poli Stud",2017,268790.0
"Sch of Theatre, Perform & Cult Poli Stud",2018,690309.0
Sch of Theology & Religious Studies,2018,41875.0
Sch of of Electronics and Computer Sci,2013,7311580.0
Sch of of Electronics and Computer Sci,2014,5395128.0
Sch of of Electronics and Computer Sci,2015,4025023.0
Sch of of Electronics and Computer Sci,2016,6768715.0
Sch of of Electronics and Computer Sci,2017,2675671.0
Sch of of Electronics and Computer Sci,2018,8782661.0
Sch of the Arts,2018,436052.0
Sch of the Built Environment,2017,1241231.0
Sch of the Built Environment,2018,336775.0
School of Advanced Study,2016,833080.0
School of Applied Science,2017,636510.0
School of Applied Science,2018,995160.0
School of Applied Social Sciences,2017,429324.0
School of Archaeology,2017,744638.0
School of Archaeology,2018,224172.0
School of Architecture & the City,2018,672887.0
School of Art,2017,468095.0
School of Arts,2016,1389711.0
School of Arts,2017,398978.0
School of Arts and Creative Industries,2017,70888.0
School of Arts and Cultures,2016,1439795.0
School of Arts and Cultures,2017,909807.0
School of Arts and Cultures,2018,109272.0
School of Arts and Humanities,2014,702271.0
School of Arts and Humanities,2015,134268.0
School of Biological Sciences,2012,1682270.0
School of Biological Sciences,2013,664960.0
School of Biological Sciences,2014,10736243.0
School of Biological Sciences,2015,11751544.0
School of Biological Sciences,2016,10479318.0
School of Biological Sciences,2017,8175353.0
School of Biological Sciences,2018,9637214.0
School of Biomedical Sciences,2017,866131.0
School of Biomedical Sciences,2018,2013466.0
School of Biosciences,2015,3855710.0
School of Biosciences,2016,360340.0
School of Biosciences,2017,3162037.0
School of Biosciences,2018,2920705.0
School of Chemistry,2011,3634040.0
School of Chemistry,2012,8139098.0
School of Chemistry,2014,7203405.0
School of Chemistry,2015,3620659.0
School of Chemistry,2016,19125973.0
School of Chemistry,2017,5795045.0
School of Chemistry,2018,14643820.0
School of Civl Engineering and Surveying,2016,100453.0
School of Classics,2016,24290.0
School of Clinical Sciences,2017,391990.0
School of Clinical Sciences,2018,600000.0
School of Computer Science,2014,5720837.0
School of Computer Science,2015,1387454.0
School of Computer Science,2016,2753559.0
School of Computer Science,2017,2372567.0
School of Computer Science,2018,7570528.0
School of Computing,2017,287195.0
School of Computing Science,2014,1539602.0
School of Computing Science,2016,4623999.0
School of Computing Science,2017,4057213.0
School of Computing Science,2018,4469845.0
School of Critical Studies,2015,707847.0
School of Critical Studies,2017,975926.0
School of Critical Studies,2018,35896.0
School of Culture & Creative Arts,2016,357867.0
School of Culture & Creative Arts,2017,929766.0
School of Culture & Creative Arts,2018,221883.0
School of Dentistry,2017,144644.0
School of Design,2014,1673747.0
School of Design,2016,351879.0
School of Design,2017,200803.0
School of Design,2018,601497.0
School of Earth and Environment,2013,2322422.0
School of Earth and Environment,2014,8589225.0
School of Earth and Environment,2015,9114963.0
School of Earth and Environment,2016,3583852.0
School of Earth and Environment,2017,5015038.0
School of Earth and Environment,2018,7362668.0
School of Earth and Ocean Sciences,2014,774678.0
School of Earth and Ocean Sciences,2015,841404.0
School of Earth and Ocean Sciences,2016,1104062.0
School of Earth and Ocean Sciences,2017,1673998.0
School of Earth and Ocean Sciences,2018,678172.0
School of Education,2014,1263912.0
School of Education,2016,206698.0
School of Education,2017,309822.0
School of Education,2018,721048.0
School of Eng and the Built Environment,2015,216274.0
School of Eng and the Built Environment,2018,100852.0
School of Engineering,2011,1248000.0
School of Engineering,2012,886740.0
School of Engineering,2013,7735634.0
School of Engineering,2014,588330.0
School of Engineering,2015,7746852.0
School of Engineering,2016,10322772.0
School of Engineering,2017,17346947.0
School of Engineering,2018,60484616.0
School of Engineering and Informatics,2014,3419000.0
School of Engineering and Informatics,2016,379153.0
School of Engineering and Informatics,2018,1677805.0
School of Engineering and Technology,2016,218931.0
School of English,2015,715621.0
School of English,2017,1311291.0
School of English,2018,97457.0
"School of English Literature,Language an",2015,750180.0
School of Food Science and Nutrition,2015,592262.0
School of Food Science and Nutrition,2016,21790.0
School of Food Science and Nutrition,2018,1282529.0
School of Geographical & Earth Sciences,2015,351212.0
School of Geographical & Earth Sciences,2016,900041.0
School of Geographical & Earth Sciences,2017,143761.0
School of Geographical & Earth Sciences,2018,590757.0
School of Geosciences,2012,51585.0
School of Geosciences,2014,2457746.0
School of Geosciences,2016,595966.0
School of Geosciences,2018,252352.0
School of Health Sciences,2013,4823173.0
School of Health Sciences,2014,12820783.0
School of Health Sciences,2015,3364471.0
School of Health Sciences,2016,6574652.0
School of Health Sciences,2017,7346826.0
School of Health Sciences,2018,1696067.0
School of Healthcare Science,2018,167604.0
School of History,2016,199924.0
School of History and Heritage,2016,626679.0
School of History and Heritage,2018,171357.0
School of Humanities,2014,1170113.0
School of Humanities,2016,1790960.0
School of Humanities,2017,2278087.0
School of Humanities,2018,1070566.0
School of Language and Literature,2016,581591.0
School of Languages & Area Studies,2017,240178.0
School of Law,2014,176837.0
School of Law,2018,441733.0
School of Life Sciences,2013,577265.0
School of Life Sciences,2014,33051687.0
School of Life Sciences,2015,23627973.0
School of Life Sciences,2016,16600025.0
School of Life Sciences,2017,11379622.0
School of Life Sciences,2018,12720374.0
School of Life and Medical Sciences,2015,95042.0
School of Life and Medical Sciences,2016,2300733.0
School of Management,2016,397467.0
School of Management,2017,1259382.0
School of Management and Business,2016,154624.0
School of Mathematics,2016,2135698.0
School of Mathematics,2017,1448584.0
School of Mathematics,2018,2193896.0
School of Mathematics & Statistics,2012,397592.0
School of Mathematics & Statistics,2015,1576614.0
School of Mathematics & Statistics,2016,2090026.0
School of Mathematics & Statistics,2017,845435.0
School of Mathematics & Statistics,2018,1255839.0
School of Media,2017,80030.0
School of Media,2018,58805.0
School of Media & Communication,2016,40417.0
School of Medical Sciences,2013,5262347.0
School of Medical Sciences,2014,29592.0
School of Medical Sciences,2015,6869683.0
School of Medical Sciences,2016,5393567.0
School of Medical Sciences,2017,7019970.0
School of Medical Sciences,2018,915055.0
School of Medicine,2013,7151188.0
School of Medicine,2014,10209451.0
School of Medicine,2015,12659806.0
School of Medicine,2016,11737959.0
School of Medicine,2017,7185002.0
School of Medicine,2018,14689288.0
School of Modern Languages,2016,561684.0
School of Modern Languages,2017,156060.0
School of Modern Languages,2018,1479565.0
School of Music,2017,24162.0
School of Nursing and Midwifery,2017,177344.0
School of Nursing and Midwifery,2018,578150.0
School of Ocean and Earth Science,2013,562500.0
School of Ocean and Earth Science,2014,7559321.0
School of Ocean and Earth Science,2015,1435506.0
School of Ocean and Earth Science,2016,3174876.0
School of Ocean and Earth Science,2017,4945049.0
School of Ocean and Earth Science,2018,2392542.0
School of PRHS,2016,267901.0
School of PRHS,2018,34521.0
School of Pharmacy,2015,2224730.0
School of Pharmacy,2016,382956.0
School of Pharmacy,2017,1344018.0
School of Pharmacy,2018,1567221.0
School of Pharmacy and Life Sciences,2017,1281486.0
School of Pharmacy and Life Sciences,2018,99034.0
School of Philosophy Theology & Religion,2016,491799.0
School of Philosophy Theology & Religion,2017,180800.0
School of Philosophy Theology & Religion,2018,556085.0
School of Physics and Astronomy,2013,1249515.0
School of Physics and Astronomy,2014,62729097.0
School of Physics and Astronomy,2015,22686564.0
School of Physics and Astronomy,2016,28819289.0
School of Physics and Astronomy,2017,12923360.0
School of Physics and Astronomy,2018,13097972.0
"School of Physics, Astronomy and Maths",2014,212601.0
"School of Physics, Astronomy and Maths",2015,2830030.0
"School of Physics, Astronomy and Maths",2016,772949.0
"School of Physics, Astronomy and Maths",2017,250945.0
"School of Physics, Astronomy and Maths",2018,3144131.0
School of Psychology,2013,808010.0
School of Psychology,2014,1912330.0
School of Psychology,2015,328239.0
School of Psychology,2016,697134.0
School of Psychology,2017,2292092.0
School of Psychology,2018,5032153.0
School of Public Health,2014,7033880.0
School of Public Health,2015,322988.0
School of Public Health,2016,2016113.0
School of Public Health,2017,1414140.0
School of Public Health,2018,9394075.0
School of Science,2016,330121.0
School of Science,2017,79664.0
School of Science,2018,178390.0
School of Science & Technology,2016,252548.0
School of Science & Technology,2017,172961.0
School of Science & Technology,2018,629428.0
School of Science and the Environment,2015,509084.0
School of Science and the Environment,2016,248545.0
School of Science and the Environment,2018,372685.0
School of Simulation and Visualisation,2017,59423.0
School of Social & Political Sciences,2013,911715.0
School of Social & Political Sciences,2014,11064399.0
School of Social & Political Sciences,2015,130967.0
School of Social & Political Sciences,2016,859208.0
School of Social & Political Sciences,2017,7125440.0
School of Social & Political Sciences,2018,983382.0
School of Social Science,2014,398472.0
School of Social Science,2015,445153.0
School of Social Science,2017,2025300.0
School of Social Sciences,2018,151908.0
School of Social Work,2018,371615.0
School of Technology,2013,1716200.0
School of Veterinary Medicine and Sci,2015,1043015.0
School of Veterinary Medicine and Sci,2016,26000.0
School of Veterinary Medicine and Sci,2017,98212.0
School of Veterinary Medicine and Sci,2018,98212.0
"School of Water, Energy and Environment",2013,347041.0
"School of Water, Energy and Environment",2014,4369267.0
"School of Water, Energy and Environment",2015,1450944.0
"School of Water, Energy and Environment",2016,2855802.0
"School of Water, Energy and Environment",2017,2069854.0
"School of Water, Energy and Environment",2018,3038872.0
School of the Environment and Society,2013,146985.0
School of the Environment and Society,2017,438242.0
Science  Technology & Innovation Studies,2015,62152.0
Science  Technology & Innovation Studies,2018,399169.0
Science Directorate Office,2015,249737.0
Science Directorate Office,2018,265268.0
Science Division,2014,195092.0
Science Division,2015,585001.0
Science Division,2016,465599.0
Science Division,2017,3819005.0
Science Museum Research,2018,281648.0
Science Programme Office,2016,193296.0
Science Programmes,2012,69117.0
Science Programmes,2013,336680.0
Science Programmes,2014,2040992.0
Science Programmes,2015,3524265.0
Science Programmes,2016,12440156.0
Science Programmes,2017,4708756.0
Science Programmes,2018,7906482.0
Science Unit,2017,4217478.0
Science and Engineering Office,2018,125000.0
Science and Mathematics Education,2015,301668.0
Science and Technology,2012,688361.0
Science and Technology,2013,2188096.0
Science and Technology,2014,1348595.0
Science and Technology,2015,2745605.0
Science and Technology,2016,11116718.0
Science and Technology,2017,17196471.0
Science and Technology,2018,34193184.0
Science and Technology RI,2017,578050.0
"Science, Tech, Eng and Public Policy",2014,2001567.0
"Science, Tech, Eng and Public Policy",2016,5748017.0
"Science, Tech, Eng and Public Policy",2017,301072.0
Scientific Computing Department,2013,861332.0
Scientific Computing Department,2014,277175.0
Scientific Computing Department,2015,1806402.0
Scientific Computing Department,2016,1091547.0
Scientific Computing Department,2017,1230046.0
Scientific Computing Department,2018,1028620.0
Scott Polar Research Institute,2018,438821.0
Scottish Association For Marine Science,2013,1018974.0
Scottish Association For Marine Science,2014,639546.0
Scottish Association For Marine Science,2015,94126.0
Scottish Association For Marine Science,2017,5757374.0
Scottish Association For Marine Science,2018,1583893.0
Section of Oncology,2016,323928.0
Section of Oncology,2017,737604.0
Senior Faculty Accountant,2014,3459278.0
Senior Faculty Accountant,2015,3835155.0
Senior Faculty Accountant,2016,8606700.0
Senior Management Team,2016,508694.0
Sequence Database Group,2016,307672.0
Sequence Database Group,2017,1987069.0
Sequence Database Group,2018,891686.0
Sheffield Business School,2018,20442.0
Sheffield Inst for International Dev,2018,312307.0
Sheffield Methods Institute,2017,161225.0
Sheffield Methods Institute,2018,244615.0
Signalling,2015,94126.0
Signalling,2016,618551.0
Signalling,2017,327027.0
Signalling,2018,1400455.0
Sir William Dunn Sch of Pathology,2013,2521944.0
Sir William Dunn Sch of Pathology,2015,796048.0
Sir William Dunn Sch of Pathology,2016,1515765.0
Sir William Dunn Sch of Pathology,2017,523282.0
Sir William Dunn Sch of Pathology,2018,4537360.0
Small Enterprise Finance Centre (SEFC),2014,308975.0
Smith School of Enterprise and the Env,2015,1751444.0
Social & Cultural Anthropology,2014,735312.0
Social & Cultural Anthropology,2017,7249665.0
Social Anthropology,2017,194434.0
Social Digital,2018,338038.0
Social Genetic and Dev Psychiatry Centre,2015,5115002.0
Social Genetic and Dev Psychiatry Centre,2016,2710237.0
Social Genetic and Dev Psychiatry Centre,2017,1985579.0
Social Genetic and Dev Psychiatry Centre,2018,306585.0
Social Medicine,2014,3439885.0
Social Medicine,2015,3208234.0
Social Medicine,2016,1906193.0
Social Medicine,2017,2339925.0
Social Medicine,2018,647677.0
Social Policy,2016,339852.0
Social Policy,2018,735045.0
Social Policy Social Work,2013,2070074.0
Social Policy Social Work,2018,83483.0
Social Policy and Intervention,2017,171896.0
Social Policy and Intervention,2018,696716.0
Social Science,2012,7825824.0
Social Science,2013,3869238.0
Social Science,2015,29880016.0
Social Science,2016,743290.0
Social Science,2017,2087433.0
Social Science,2018,914351.0
"Social Science, Health and Medicine",2016,951667.0
"Social Science, Health and Medicine",2018,302253.0
Social Sciences,2013,2738920.0
Social Sciences,2014,1347822.0
Social Sciences,2015,400512.0
Social Sciences,2016,1352439.0
Social Sciences,2017,1299874.0
Social Sciences,2018,2568944.0
Social Sciences Division,2011,19030325.0
Social Sciences Division,2017,5134377.0
Social Sciences Division,2018,184970.0
Social Sciences Research Institutes,2018,777952.0
Social and Policy Sciences,2013,274592.0
Social and Policy Sciences,2014,69524.0
Social and Policy Sciences,2016,376919.0
Social and Policy Sciences,2018,664782.0
Social and Political Science,2016,1214115.0
Sociological Studies,2016,387098.0
Sociological Studies,2017,2553039.0
Sociological Studies,2018,197658.0
Sociology,2011,7818803.0
Sociology,2013,3937512.0
Sociology,2014,4911180.0
Sociology,2015,1350075.0
Sociology,2016,4711320.0
Sociology,2017,7169250.0
Sociology,2018,2181291.0
Sociology & Social Policy,2015,198379.0
Sociology & Social Policy,2017,502251.0
Sociology & Social Policy,2018,797932.0
"Sociology, Philosophy, Anthropology",2016,22265.0
"Sociology, Philosophy, Anthropology",2017,464959.0
"Sociology, Philosophy, Anthropology",2018,1359984.0
Soils and Land Use (Bangor),2015,339068.0
Soils and Land Use (Bangor),2018,100938.0
Soils and Land Use (Lancaster),2014,116310.0
Soils and Land Use (Lancaster),2016,246145.0
Soils and Land Use (Lancaster),2018,651079.0
Soils and Land Use (Wallingford),2015,598808.0
Soils and Land Use (Wallingford),2018,120219.0
Space Research Centre,2018,467165.0
"Spanish, Portuguese and Latin Am Studies",2016,2923431.0
Speech Hearing and Phonetic Science,2017,1052711.0
Speech and Hearing Sciences,2016,197099.0
Sport and Exercise Sciences,2016,291327.0
Sport and Health Sciences,2017,481529.0
"Sport, Exercise & Rehabilitation Science",2016,443732.0
Statistical Science,2015,365666.0
Statistical Science,2016,543061.0
Statistical Science,2017,274742.0
Statistical Science,2018,317135.0
Statistical Sciences Research institute,2013,13693870.0
Statistics,2014,5308071.0
Statistics,2016,1379430.0
Statistics,2017,1011048.0
Statistics,2018,5966517.0
Stockholm Environment Institute,2017,168709.0
Strategy and International Business,2017,307379.0
Strategy and International Business,2018,93656.0
Strategy and Security Institute,2014,243836.0
Structural Biology,2014,2830300.0
Structural Biology,2015,536119.0
Structural Biology,2018,2790935.0
Structural Genomics Consortium,2016,1316841.0
Structural Molecular Biology,2014,102126.0
Structural Molecular Biology,2015,17114259.0
Structural Molecular Biology,2016,431206.0
Structural Molecular Biology,2018,1701425.0
Structural Studies,2014,339104.0
Structural Studies,2017,487765.0
Student Administration and Support,2013,205944.0
Student Administration and Support,2014,2132473.0
Student Administration and Support,2015,2018649.0
Student Administration and Support,2016,2671409.0
Student Administration and Support,2017,333184.0
Student Administration and Support,2018,2814170.0
Student Financial Support,2013,617832.0
Student Financial Support,2014,1413055.0
Student Financial Support,2015,1416292.0
Student Financial Support,2016,2103927.0
Student Financial Support,2017,249888.0
Student Financial Support,2018,2461224.0
Surgery,2011,964685.0
Surgery,2014,845501.0
Surgery,2015,2288356.0
Surgery,2018,115646.0
Surgical Biotechnology,2017,207226.0
Surgical Biotechnology,2018,551114.0
Surgical Sciences,2016,778138.0
Surgical Sciences,2017,4205162.0
Surrey Space Centre Academic,2017,8042854.0
Surrey Space Centre Academic,2018,524716.0
Sustainability Research Institute,2018,73082.0
Sustainable Agriculture Sciences-H,2015,2516952.0
Sustainable Agriculture Sciences-H,2016,5207143.0
Sustainable Agriculture Sciences-H,2017,814640.0
Sustainable Agriculture Sciences-H,2018,746203.0
Sustainable Agriculture Sciences-NW,2014,244168.0
Sustainable Agriculture Sciences-NW,2015,202578.0
Sustainable Agriculture Sciences-NW,2016,1370855.0
Sustainable Soils and Grassland Systems,2016,2438488.0
Synthetic Biology DTC,2014,4752587.0
Systemic Risk Centre,2017,434292.0
Systemic Risk Centre,2018,960681.0
"Systems Management & Strategy, FBUS",2017,103573.0
Systems Medicine,2015,95042.0
Systems Medicine,2017,750046.0
Systems Medicine,2018,1245817.0
Target Discovery Institute,2015,449543.0
Target Discovery Institute,2016,116018.0
Target Discovery Institute,2017,410160.0
Targeted Intervention,2018,5179122.0
Technical Support,2015,419302.0
Technology,2017,314115.0
The Academic Registrar,2014,139048.0
The Academic Registrar,2015,399767.0
The Business School,2015,146114.0
The Cambridge Crystallographic Data Cent,2016,96696.0
The Centre for Environmental Policy,2014,996574.0
The Centre for Environmental Policy,2015,188184.0
The Centre for Environmental Policy,2017,3909274.0
The Centre for Environmental Policy,2018,542379.0
The Innovation School,2017,120180.0
The Jenner Institute,2016,1234490.0
The Jenner Institute,2017,4525700.0
The Jenner Institute,2018,4795118.0
The Manchester School of Architecture,2018,54048.0
The Observatory Science Centre,2018,15000.0
The Registrar,2011,6229576.0
The Registrar,2014,1981978.0
The Research Office,2018,415729.0
The Roslin Institute,2015,3748465.0
The Roslin Institute,2016,4328133.0
The Roslin Institute,2017,7379453.0
The Roslin Institute,2018,5482666.0
The Vice Chancellors Office,2018,574534.0
The Wolfson Inst for Biomedical Research,2016,910234.0
The Wolfson Inst for Biomedical Research,2018,641292.0
The YUNUS Centre,2014,1927516.0
The York Management School,2016,1859595.0
The York Management School,2017,661652.0
Theatre Film and TV,2017,183224.0
Theology and Religion Faculty,2016,197449.0
Theology and Religious Studies,2018,455062.0
Theory and Modelling in Chem Sci CDT,2014,4456567.0
Third Sector Research Centre,2016,474365.0
Tower of London,2018,201080.0
Transplantation Immunology & Mucosal Bio,2015,2049712.0
Transplantation Immunology & Mucosal Bio,2016,3511660.0
Transplantation Immunology & Mucosal Bio,2017,2228634.0
Transplantation Immunology & Mucosal Bio,2018,1207857.0
Transport Studies Unit SoGE,2015,265926.0
Tropical Biology,2016,457037.0
Tropical Medicine,2013,5621194.0
Tropical Medicine,2014,2303805.0
Tropical Medicine,2015,4778880.0
Tropical Medicine,2016,2044672.0
Tropical Medicine,2017,1478520.0
Tropical Medicine,2018,3205239.0
Tyndall Centre,2015,152438.0
Tyndall Centre,2017,653313.0
Typography and Graphic Communication,2017,195466.0
Typography and Graphic Communication,2018,80543.0
UCL Genetics Institute,2016,848298.0
UCL Genetics Institute,2017,699238.0
UCL Institute for Advanced Studies,2018,752414.0
UCL Institute for Global Prosperity,2017,4117492.0
UCL Interaction Centre,2016,1656054.0
UK Astronomy Technology Centre,2017,31088.0
UK Data Archive,2013,4756897.0
UK Data Archive,2017,20475441.0
UNLISTED,2018,165263.0
University of Exeter Medical School,2015,4397680.0
University of Exeter Medical School,2016,1030690.0
University of Exeter Medical School,2017,1479933.0
University of Exeter Medical School,2018,3130417.0
University of Newcastle Business School,2018,59522.0
University of York,2018,90729.0
Unlisted,2014,1368519.0
Unlisted,2016,778552.0
Unlisted,2018,1433029.0
Urban Institute,2016,981160.0
Urban Studies and Planning,2014,1690811.0
Urban Studies and Planning,2015,104439.0
Urban Studies and Planning,2016,400765.0
Urban Studies and Planning,2017,768119.0
Urban Studies and Planning,2018,228665.0
VC Office,2017,80640.0
Vaccines and Diagnostics,2017,452265.0
Vector Biology,2015,914271.0
Vector Biology,2017,7779178.0
Vector Research,2017,386872.0
Vector-borne Viral Diseases,2015,95042.0
Vector-borne Viral Diseases,2016,414557.0
Vector-borne Viral Diseases,2017,1973048.0
Vector-borne Viral Diseases,2018,1618547.0
Vertebrate Genomics,2016,543721.0
Veterinary Medicine,2014,2903107.0
Veterinary Medicine,2015,3239295.0
Veterinary Medicine,2016,1082682.0
Veterinary Medicine,2017,3451682.0
Veterinary Medicine,2018,2846214.0
Veterinary Medicine & Science,2016,424819.0
Veterinary Medicine & Science,2017,404290.0
Veterinary Medicine & Science,2018,463333.0
Vice Chancellor's Office,2014,5338026.0
Vice Chancellor's Office,2017,1332756.0
Vice Chancellor's Office,2018,2001367.0
Vice Chancellors Office,2017,108438.0
Vice Chancellors Office,2018,1715432.0
Vice Provost (Research & Innovation),2018,433789.0
Vice-Chancellor's Office,2016,1754202.0
Vice-Chancellor's Office,2017,903073.0
Vice-Chancellor's Office,2018,2742831.0
Vision Speech and Signal Proc CVSSP,2013,5415204.0
Vision Speech and Signal Proc CVSSP,2015,856793.0
Vision Speech and Signal Proc CVSSP,2016,7379665.0
Vision Speech and Signal Proc CVSSP,2017,3555444.0
Vision Speech and Signal Proc CVSSP,2018,2053844.0
Visual Cultures,2018,202521.0
WMG,2013,4754967.0
WMG,2014,4053680.0
WMG,2015,937747.0
WMG,2016,4211054.0
WMG,2017,7416371.0
WMG,2018,2461742.0
Walker Institute,2017,127101.0
Walker Institute,2018,249556.0
War Studies,2014,2251355.0
War Studies,2016,778582.0
War Studies,2017,6554696.0
War Studies,2018,857007.0
Warwick Business School,2018,2844895.0
Warwick Medical School,2014,8689625.0
Warwick Medical School,2015,546631.0
Warwick Medical School,2016,553312.0
Warwick Medical School,2017,2426039.0
Warwick Medical School,2018,2031112.0
Warwick Systems Biology Centre,2015,333981.0
Water Engineering,2015,1931578.0
Water Management,2014,157680.0
Water Policy Programme WPP,2015,70913.0
Water Resources (Lancaster),2012,378591.0
Water Resources (Lancaster),2014,312473.0
Water Resources (Lancaster),2015,747248.0
Water Resources (Lancaster),2017,137064.0
Water Resources (Wallingford),2014,2481177.0
Water Resources (Wallingford),2015,147748.0
Water Resources (Wallingford),2016,577926.0
Water Resources (Wallingford),2017,90808.0
Water Resources (Wallingford),2018,435081.0
Water Resources Engineering,2015,61202.0
Weatherall Inst of Molecular Medicine,2014,1544749.0
Weatherall Inst of Molecular Medicine,2015,952384.0
Weatherall Inst of Molecular Medicine,2016,775783.0
Weatherall Inst of Molecular Medicine,2017,507842.0
Weatherall Inst of Molecular Medicine,2018,3694807.0
Wellcome Trust - MRC Cam Stem Cell Inst,2015,542642.0
Wellcome Trust - MRC Cam Stem Cell Inst,2016,2480101.0
Wellcome Trust - MRC Cam Stem Cell Inst,2017,2987870.0
Wellcome Trust - MRC Cam Stem Cell Inst,2018,1671300.0
Wellcome Trust Centre for Human Genetics,2014,7000000.0
Wellcome Trust Centre for Human Genetics,2015,5235169.0
Wellcome Trust Centre for Human Genetics,2016,1321744.0
Wellcome Trust Centre for Human Genetics,2017,570806.0
Wellcome Trust Centre for Human Genetics,2018,1691880.0
Wellcome Trust Genome Campus,2016,819277.0
Wellcome Trust Genome Campus,2017,400030.0
Wellcome Trust Genome Campus,2018,889457.0
Welsh School of Architecture (ARCHI),2017,203351.0
Welsh School of Architecture (ARCHI),2018,175194.0
Welsh School of Pharmacy,2017,206598.0
Westminster Business School,2016,161719.0
Westminster Business School,2018,149716.0
Westminster Law School,2017,364821.0
Westminster Sch of Arts,2016,533032.0
Wetminster Reference Library,2017,3243.0
William Harvey Research Institute,2014,5089889.0
