,FundingOrgName,LeadROName,Department,ProjectCategory,StartDate,EndDate,AwardPounds,Region
454,EPSRC,University of Southampton,Faculty of Engineering & the Environment,Research Grant,01/10/2018,30/09/2022,682414.0,South East
457,MRC,Imperial College London,Life Sciences,Research Grant,28/01/2016,27/01/2019,340420.0,London
463,BBSRC,National Inst of Agricultural Botany,Genetics and Breeding,Research Grant,08/05/2018,07/05/2023,786811.0,East of England
465,AHRC,University of York,Archaeology,Research Grant,24/09/2018,31/07/2019,52261.0,Yorkshire and The Humber
466,STFC,University of Birmingham,School of Physics and Astronomy,Research Grant,01/04/2016,31/03/2020,196907.0,West Midlands
468,EPSRC,University of Bristol,Physics,Research Grant,01/04/2016,31/03/2019,4574888.0,South West
469,Innovate UK,ITM Power (Trading) Limited,,Collaborative R&D,01/10/2018,31/03/2020,226611.0,East Midlands
470,BBSRC,Newcastle University,Institute of Cellular Medicine,Training Grant,01/10/2017,30/09/2021,98212.0,North East
472,AHRC,School of Oriental & African Studies,Law,Research Grant,01/07/2016,31/03/2019,36421.0,London
474,EPSRC,University of Southampton,Sch of Mathematical Sciences,Research Grant,01/12/2016,30/09/2018,99082.0,South East
475,Innovate UK,Num Technology  Ltd,,CRD,01/11/2018,31/10/2019,292480.0,Unknown
476,Innovate UK,Bennamann Ltd,,Feasibility Studies,01/02/2017,31/03/2019,313860.0,South West
479,EPSRC,University of Sheffield,Mechanical Engineering,Research Grant,01/02/2018,31/01/2023,5112624.0,Yorkshire and The Humber
480,Innovate UK,University of Strathclyde,,Knowledge Transfer Partnership,01/09/2017,31/08/2019,102575.0,Scotland
481,EPSRC,University of Leeds,Pure Mathematics,Fellowship,01/07/2016,31/10/2018,201888.0,Yorkshire and The Humber
485,NERC,Institute of Occupational Medicine,Research,Research Grant,18/01/2016,17/01/2020,495171.0,Scotland
487,EPSRC,University College London,Physics and Astronomy,Research Grant,20/04/2017,21/07/2019,91041.0,London
488,Innovate UK,University of Essex,,Knowledge Transfer Partnership,01/11/2018,30/04/2021,127552.0,East of England
489,Innovate UK,University of Wolverhampton,,Knowledge Transfer Partnership,01/07/2018,31/12/2020,116735.0,West Midlands
490,MRC,Cardiff University,School of Biosciences,Research Grant,01/06/2015,31/12/2018,719568.0,Wales
491,MRC,Imperial College London,Life Sciences,Fellowship,01/11/2015,31/10/2020,841139.0,London
494,AHRC,University College London,Institute of Archaeology,Research Grant,01/04/2015,30/09/2019,1605999.0,London
496,NERC,British Trust for Ornithology,British Trust for Ornithology (Norfolk),Research Grant,01/01/2018,30/11/2019,127632.0,East of England
497,MRC,University of the Witwatersrand,Faculty of Health Sciences,Research Grant,01/05/2017,30/04/2019,150033.0,Outside UK
499,STFC,Cardiff University,School of Physics and Astronomy,Research Grant,08/08/2016,31/03/2020,401969.0,Wales
500,BBSRC,University of Exeter,Biosciences,Training Grant,01/10/2016,30/09/2020,96696.0,South West
501,EPSRC,University of Birmingham,School of Chemistry,Research Grant,01/07/2017,28/02/2019,196452.0,West Midlands
502,Innovate UK,Queen's University of Belfast,,Knowledge Transfer Partnership,01/11/2015,31/07/2018,95166.0,Northern Ireland
504,MRC,University of Aberdeen,"Sch of Medicine, Medical Sci & Nutrition",Research Grant,01/04/2017,31/03/2022,705467.0,Scotland
507,MRC,St George's University of London,Molecular & Clinical Sci Research Inst,Research Grant,01/08/2015,14/08/2019,506956.0,London
508,Innovate UK,University of East Anglia,,Knowledge Transfer Partnership,01/06/2018,31/05/2020,82452.0,East of England
509,EPSRC,University of Strathclyde,Physics,Research Grant,01/12/2015,03/07/2019,508001.0,Scotland
510,EPSRC,University of Birmingham,Personnel Services,Training Grant,01/10/2018,30/09/2022,300000.0,West Midlands
514,BBSRC,University of Southampton,Sch of Biological Sciences,Research Grant,01/03/2017,29/02/2020,340767.0,South East
515,BBSRC,John Innes Centre,Cell and Develop Biology,Fellowship,01/03/2017,28/02/2022,1012044.0,East of England
517,NERC,University of Reading,Meteorology,Research Grant,01/03/2017,01/03/2021,470713.0,South East
518,Innovate UK,Sentinel Oncology Limited,,Collaborative R&D,01/05/2018,31/10/2020,1188359.0,East of England
520,EPSRC,University of Oxford,Oxford Physics,Research Grant,01/12/2017,28/02/2019,129494.0,South East
521,NERC,Rothamsted Research,Sustainable Agriculture Sciences-H,Research Grant,01/04/2017,31/03/2019,252988.0,East of England
525,EPSRC,University College London,Computer Science,Research Grant,01/09/2017,31/08/2022,81903.0,London
527,BBSRC,Imperial College London,Life Sciences,Research Grant,22/07/2015,21/07/2020,614796.0,London
529,EPSRC,University of East Anglia,Computing Sciences,Research Grant,01/02/2017,31/01/2020,29625.0,East of England
530,Innovate UK,Healthera Ltd,,Collaborative R&D,01/08/2017,31/01/2019,665942.0,East of England
532,BBSRC,Cranfield University,"School of Water, Energy and Environment",Research Grant,27/04/2015,31/07/2019,525075.0,East of England
534,Innovate UK,Safran Power UK Ltd.,,BIS-Funded Programmes,01/07/2017,30/06/2021,13041335.0,South East
535,NERC,NERC British Antarctic Survey,Science Programmes,Research Grant,01/05/2017,30/04/2021,1218263.0,East of England
538,EPSRC,University of Nottingham,Sch of Physics & Astronomy,Research Grant,01/06/2015,30/11/2019,393230.0,East Midlands
540,AHRC,Queen's University of Belfast,"Sch of Arts, English and Languages",Research Grant,01/04/2014,30/06/2019,787031.0,Northern Ireland
541,EPSRC,University of Cambridge,Physics,Research Grant,01/01/2015,31/12/2019,5125274.0,East of England
544,Innovate UK,Personalyze Limited,,Feasibility Studies,01/01/2018,31/12/2018,105465.0,Unknown
545,EPSRC,Imperial College London,Dept of Bioengineering,Research Grant,01/07/2016,30/06/2019,292798.0,London
546,ESRC,University of Strathclyde,Politics,Research Grant,01/06/2018,31/08/2019,161103.0,Scotland
547,Innovate UK,Cynation Limited,,Feasibility Studies,01/09/2017,31/01/2019,172156.0,South East
548,NERC,University of Bristol,Earth Sciences,Fellowship,01/11/2017,31/10/2020,154208.0,South West
549,EPSRC,Imperial College London,Materials,Research Grant,01/06/2015,31/05/2020,1238785.0,London
550,EPSRC,University of Bristol,Physics,Research Grant,16/06/2014,15/06/2019,5062359.0,South West
551,AHRC,University of Exeter,Modern Languages Hispanic Studies,Fellowship,01/02/2018,31/01/2020,201792.0,South West
552,Innovate UK,Sphere Fluidics Limited,,Collaborative R&D,01/07/2017,30/06/2020,754544.0,East of England
553,Innovate UK,Expert Tooling & Automation Limited,,Collaborative R&D,01/09/2016,31/08/2018,1296159.0,West Midlands
558,Innovate UK,Perkins Engines Company Limited,,Collaborative R&D,01/09/2015,31/08/2018,13044190.0,East of England
559,EPSRC,University of Bristol,Physics,Research Grant,01/01/2017,31/12/2021,4325358.0,South West
561,EPSRC,University of Oxford,Engineering Science,Research Grant,01/10/2015,31/01/2021,668728.0,South East
564,ESRC,Harvard University,Office for Sponsored Programs,Research Grant,01/09/2017,29/02/2020,303246.0,Outside UK
565,EPSRC,University of Strathclyde,Research and Knowledge Exchange Services,Training Grant,01/10/2018,30/09/2023,4802618.0,Scotland
567,AHRC,University of Liverpool,Archaeology Classics and Egyptology,Research Grant,01/05/2017,31/07/2021,755011.0,North West
569,MRC,EDCTP,,Research Grant,01/10/2016,30/09/2019,1109091.0,Outside UK
570,Innovate UK,Ilika Technologies Ltd,,Collaborative R&D,01/09/2015,28/02/2019,1072971.0,South East
571,MRC,Institute of Cancer Research,Division of Breast Cancer Research,Fellowship,07/09/2015,06/09/2018,243836.0,London
573,NERC,Centre for Env Fisheries Aqua Sci CEFAS,CEFAS Lowestoft Laboratory,Research Grant,01/02/2013,30/09/2018,231375.0,East of England
574,EPSRC,University of Oxford,Engineering Science,Fellowship,01/11/2014,31/10/2019,843225.0,South East
576,NERC,University of Cambridge,Earth Sciences,Research Grant,18/12/2013,30/06/2020,105297.0,East of England
578,MRC,University College London,MRC Laboratory of Molecular Cell Biology,Research Grant,01/04/2016,31/03/2020,534546.0,London
580,EPSRC,University of Nottingham,Sch of Mathematical Sciences,Research Grant,01/05/2015,30/04/2021,2331858.0,East Midlands
582,MRC,University College London,,Research Grant,01/08/2013,31/12/2018,66708.0,London
583,EPSRC,University of Bath,Electronic and Electrical Engineering,Research Grant,01/06/2018,31/05/2019,188296.0,South West
584,EPSRC,City University London,Sch of Engineering and Mathematical Sci,Research Grant,01/01/2016,31/03/2019,348022.0,London
587,BBSRC,University of Nottingham,Faculty of Engineering,Research Grant,01/01/2018,31/03/2019,258949.0,East Midlands
589,NERC,Lancaster University,Lancaster Environment Centre,Research Grant,01/07/2018,30/06/2021,347409.0,North West
591,EPSRC,University of Manchester,Materials,Research Grant,01/10/2017,30/09/2020,33009.0,North West
593,Innovate UK,Added Scientific Limited,,Feasibility Studies,01/03/2018,28/02/2019,45615.0,East Midlands
595,EPSRC,University of York,Registrar,Training Grant,01/10/2017,30/09/2022,416480.0,Yorkshire and The Humber
596,BBSRC,"Queen Mary, University of London",Blizard Institute of Cell and Molecular,Research Grant,16/01/2017,15/01/2020,400901.0,London
597,MRC,University College London,Medicine,Research Grant,01/06/2016,31/05/2021,2047855.0,London
599,Innovate UK,University College London,,CRD,01/10/2018,30/09/2020,131047.0,London
600,Innovate UK,Protein Technologies Limited,,Collaborative R&D,01/10/2016,31/12/2018,341695.0,North West
601,BBSRC,University of Leeds,Ctr for Plant Sciences,Research Grant,01/07/2016,30/06/2019,461759.0,Yorkshire and The Humber
602,BBSRC,Harper Adams University,Engineering,Research Grant,02/03/2015,01/11/2019,224286.0,West Midlands
603,Innovate UK,Alcyomics Limited,,Feasibility Studies,01/08/2017,31/07/2019,203944.0,North East
610,ESRC,University of Southampton,"Sch of Economic, Social & Political Sci",Training Grant,01/10/2018,31/03/2022,305168.0,South East
612,NERC,Durham University,Geography,Research Grant,05/01/2016,01/08/2019,205872.0,North East
614,MRC,University of Glasgow,"College of Medical, Veterinary &Life Sci",Research Grant,01/04/2017,30/09/2020,364123.0,Scotland
615,EPSRC,University of Bristol,Electrical and Electronic Engineering,Research Grant,01/11/2017,30/04/2019,177176.0,South West
616,EPSRC,King's College London,Imaging & Biomedical Engineering,Research Grant,01/04/2018,31/03/2022,1123552.0,London
618,Innovate UK,Anacail Limited,,Feasibility Studies,01/02/2018,31/03/2019,99511.0,Scotland
619,Innovate UK,Advise-Deta Limited,,Collaborative R&D,01/08/2018,31/12/2020,1328497.0,Unknown
623,Innovate UK,Emblation Limited,,Feasibility Studies,01/09/2017,31/08/2018,162068.0,Scotland
624,MRC,University of Cambridge,Physiology Development and Neuroscience,Research Grant,01/04/2015,31/03/2020,2109496.0,East of England
625,BBSRC,University of Surrey,Microbial & Cellular Sciences,Training Grant,07/01/2014,30/09/2019,93520.0,South East
626,Innovate UK,Pepsico International Limited,,Feasibility Studies,01/05/2015,28/02/2019,303481.0,London
628,EPSRC,University College London,Chemistry,Research Grant,01/10/2013,30/06/2018,1248345.0,London
629,EPSRC,University of Cambridge,Engineering,Research Grant,01/11/2017,31/10/2020,479952.0,East of England
631,EPSRC,University of Sheffield,Advanced Manufacturing Res Centre Boeing,Research Grant,01/12/2013,30/11/2018,995080.0,Yorkshire and The Humber
633,MRC,University College London,,Research Grant,24/04/2016,23/04/2019,166749.0,London
635,BBSRC,John Innes Centre,Crop Genetics,Training Grant,01/10/2015,30/09/2019,95042.0,East of England
637,Innovate UK,Ventive Ltd,,Collaborative R&D,01/11/2018,30/04/2020,240137.0,London
639,BBSRC,Cardiff University,School of Medicine,Training Grant,01/10/2016,30/09/2020,96696.0,Wales
640,BBSRC,University of Essex,Biological Sciences,Research Grant,01/01/2016,30/09/2019,695933.0,East of England
641,ESRC,University of Cambridge,Sociology,Fellowship,01/10/2018,30/09/2019,85527.0,East of England
642,AHRC,Royal College of Music,Programmes,Research Grant,01/06/2017,30/11/2018,35409.0,London
647,Innovate UK,Manchester Metropolitan University,,Knowledge Transfer Partnership,01/08/2018,31/07/2021,148445.0,North West
650,Innovate UK,University of South Wales,,Knowledge Transfer Partnership,01/05/2018,30/04/2021,140088.0,Wales
653,BBSRC,University of Oxford,Oxford Chemistry,Research Grant,01/05/2018,30/04/2019,553625.0,South East
656,MRC,Newcastle University,Institute of Neuroscience,Fellowship,01/04/2014,31/03/2019,1092225.0,North East
658,NERC,University of Exeter,Biosciences,Research Grant,01/08/2016,31/07/2019,105940.0,South West
660,Innovate UK,Cipher Surgical Limited,,Feasibility Studies,01/09/2017,28/02/2019,244344.0,Scotland
661,NERC,National Oceanography Centre,Science and Technology,Fellowship,02/01/2018,01/07/2021,327974.0,South East
662,BBSRC,King's College London,Geography,Training Grant,30/09/2015,29/09/2019,102126.0,London
664,NERC,University of Portsmouth,Sch of  Earth & Environmental Sciences,Research Grant,01/10/2013,31/03/2019,484688.0,South East
665,ESRC,University of Warwick,Centre for Interdisc. Methodologies,Research Grant,01/10/2018,30/09/2021,361893.0,West Midlands
666,EPSRC,STFC - Laboratories,UK Astronomy Technology Centre,Research Grant,01/10/2017,30/09/2018,31088.0,South East
668,NERC,"Royal Holloway, University of London",Earth Sciences,Research Grant,01/09/2018,31/08/2020,408603.0,South East
675,MRC,London Sch of Hygiene and Trop Medicine,Epidemiology and Population Health,Research Grant,01/11/2018,31/10/2023,4128086.0,London
678,EPSRC,University of Cambridge,Engineering,Research Grant,01/07/2017,31/12/2021,326716.0,East of England
679,EPSRC,University of Warwick,Chemistry,Training Grant,22/09/2014,21/03/2023,4112092.0,West Midlands
683,NERC,National Centre for Earth Observation,,Other Grant,01/10/2014,31/03/2050,1118633.0,South East
689,MRC,Cardiff University,Sch of Psychology,Research Grant,02/01/2017,01/07/2020,1420574.0,Wales
690,EPSRC,University of Glasgow,School of Engineering,Fellowship,15/06/2018,14/06/2021,624572.0,Scotland
691,MRC,London Sch of Hygiene and Trop Medicine,Epidemiology and Population Health,Research Grant,01/09/2017,31/08/2019,151265.0,London
693,MRC,University of York,Biology,Research Grant,14/01/2016,31/12/2019,367189.0,Yorkshire and The Humber
695,ESRC,"Queen Mary, University of London",Geography,Fellowship,01/10/2018,30/09/2019,94103.0,London
696,NERC,Cranfield University,"School of Water, Energy and Environment",Research Grant,04/01/2018,03/01/2021,450967.0,East of England
699,MRC,London Sch of Hygiene and Trop Medicine,Department of Pathogen Molecular Biology,Research Grant,01/08/2018,31/07/2021,537265.0,London
701,BBSRC,National Inst of Agricultural Botany,Genetics and Breeding,Research Grant,15/11/2018,14/11/2021,1262009.0,East of England
702,MRC,The Wellcome Trust  Sanger Institute,Wellcome Trust Genome Campus,Research Grant,01/01/2017,31/12/2019,400030.0,East of England
703,MRC,University of Manchester,School of Biological Sciences,Research Grant,28/09/2016,27/09/2019,860793.0,North West
704,NERC,University of Cambridge,Zoology,Fellowship,01/10/2016,30/09/2021,550134.0,East of England
706,EPSRC,University of Nottingham,Sch of Chemistry,Research Grant,01/04/2016,30/11/2019,782561.0,East Midlands
710,NERC,University of Manchester,Life Sciences,Research Grant,01/05/2017,30/04/2019,251906.0,North West
711,MRC,"Queen Mary, University of London",Blizard Institute of Cell and Molecular,Research Grant,01/03/2016,28/02/2019,557335.0,London
712,BBSRC,University of East Anglia,Pharmacy,Training Grant,01/10/2017,30/09/2021,98212.0,East of England
713,EPSRC,Imperial College London,Dept of Mechanical Engineering,Research Grant,01/08/2017,31/01/2021,578903.0,London
714,EPSRC,Brunel University,Computer Science,Research Grant,01/06/2018,30/11/2019,150129.0,London
716,MRC,University College London,School of Pharmacy,Research Grant,16/01/2017,15/01/2020,495456.0,London
717,Innovate UK,B-Hive Innovations Limited,,Collaborative R&D,01/12/2017,30/11/2019,956027.0,East Midlands
720,NERC,Durham University,Earth Sciences,Research Grant,01/09/2014,31/08/2020,403274.0,North East
