,Provider_Name,Value,Year
1840,NORTHAMPTON COLLEGE,"35,704",2016
1841,NORTHBROOK COLLEGE SUSSEX,"751,028",2016
1842,NORTHUMBERLAND COLLEGE,"320,655",2016
1843,OAKLANDS COLLEGE,"173,346",2016
1844,THE OLDHAM COLLEGE,"276,900",2016
1845,PETER SYMONDS COLLEGE,"77,348",2016
1846,PETERBOROUGH REGIONAL COLLEGE,"179,431",2016
1847,PETROC,"251,336",2016
1848,PLUMPTON COLLEGE,"464,251",2016
1849,PRESTON COLLEGE,"74,733",2016
1850,REASEHEATH COLLEGE,"379,857",2016
1851,REDBRIDGE COLLEGE,"843,259",2016
1852,RICHARD HUISH COLLEGE,"25,574",2016
1853,RICHMOND ADULT COMMUNITY COLLEGE (RACC),"22,809",2016
1854,RICHMOND UPON THAMES COLLEGE,"83,070",2016
1855,RIVERSIDE COLLEGE,"107,591",2016
1856,RNN GROUP,"477,734",2016
1857,RUNSHAW COLLEGE,"235,000",2016
1858,RUSKIN COLLEGE,"75,607",2016
1859,SALFORD CITY COLLEGE,"28,852",2016
1860,SANDWELL COLLEGE,"48,350",2016
1861,SEEVIC COLLEGE,"25,896",2016
1862,SELBY COLLEGE,"175,894",2016
1863,THE SHEFFIELD COLLEGE,"611,270",2016
1864,SHREWSBURY COLLEGES GROUP,"27,666",2016
1865,SOLIHULL COLLEGE,"517,301",2016
1866,SOUTH & CITY COLLEGE BIRMINGHAM,"301,698",2016
1867,SOUTH CHESHIRE COLLEGE,"224,404",2016
1868,SOUTH DEVON COLLEGE,"407,345",2016
1869,SOUTH DOWNS COLLEGE,"290,032",2016
1870,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"477,242",2016
1871,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,"144,014",2016
1872,SOUTH THAMES COLLEGE,"122,275",2016
1873,SOUTH TYNESIDE COLLEGE,"653,876",2016
1874,SOUTHAMPTON CITY COLLEGE,"173,118",2016
1875,SOUTHPORT COLLEGE,"103,755",2016
1876,SPARSHOLT COLLEGE,"582,850",2016
1877,ST HELENS COLLEGE,"877,175",2016
1878,ST MARY'S COLLEGE,"4,452",2016
1879,STEPHENSON COLLEGE,"184,644",2016
1880,STOCKPORT COLLEGE,"476,830",2016
1881,STRATFORD-UPON-AVON COLLEGE,"42,460",2016
1882,STRODE COLLEGE,"68,280",2016
1883,SUNDERLAND COLLEGE,"308,343",2016
1884,SUSSEX COAST COLLEGE HASTINGS,"105,471",2016
1885,SUSSEX DOWNS COLLEGE,"141,022",2016
1886,SWINDON COLLEGE,"225,735",2016
1887,TAMESIDE COLLEGE,"218,539",2016
1888,TELFORD COLLEGE OF ARTS & TECHNOLOGY,"202,469",2016
1889,TOWER HAMLETS COLLEGE,"135,446",2016
1890,TRAFFORD COLLEGE,"323,295",2016
1891,TRESHAM COLLEGE OF FURTHER AND HIGHER EDUCATION,"104,027",2016
1892,TRURO AND PENWITH COLLEGE,"366,457",2016
1893,TYNE METROPOLITAN COLLEGE,"558,228",2016
1894,UXBRIDGE COLLEGE,"350,989",2016
1895,WAKEFIELD COLLEGE,"468,187",2016
1896,WALSALL COLLEGE,"138,207",2016
1897,WALTHAM FOREST COLLEGE,"56,027",2016
1898,WARRINGTON COLLEGIATE,"552,374",2016
1899,WARWICKSHIRE COLLEGE,"1,033,273",2016
1900,WEST CHESHIRE COLLEGE,"120,937",2016
1901,WEST HERTS COLLEGE,"102,559",2016
1902,WEST KENT AND ASHFORD COLLEGE,"75,938",2016
1903,WEST NOTTINGHAMSHIRE COLLEGE,"423,853",2016
1904,WEST THAMES COLLEGE,"284,732",2016
1905,WESTON COLLEGE OF FURTHER AND HIGHER EDUCATION,"272,732",2016
1906,WEYMOUTH COLLEGE,"88,586",2016
1907,WIGAN AND LEIGH COLLEGE,"634,578",2016
1908,WILTSHIRE COLLEGE,"448,046",2016
1909,WIRRAL METROPOLITAN COLLEGE,"331,038",2016
1910,WKCIC GROUP,"329,626",2016
1911,YEOVIL COLLEGE,"278,356",2016
1912,YORK COLLEGE,"358,578",2016
1913,OVERALL TOTAL,"3,057,609,375",2016
1914,HIGHER EDUCATION INSTITUTION TOTAL,"2,988,494,303",2016
1915,FURTHER EDUCATION AND SIXTH FORM COLLEGE TOTAL,"69,115,072",2016
1916,ANGLIA RUSKIN UNIVERSITY,"16,179,400",2017
1917,ANGLO-EUROPEAN COLLEGE OF CHIROPRACTIC,"273,537",2017
1918,THE ARTS UNIVERSITY BOURNEMOUTH,"1,568,436",2017
1919,"UNIVERSITY OF THE ARTS, LONDON","18,288,899",2017
1920,ASTON UNIVERSITY,"13,973,744",2017
1921,THE UNIVERSITY OF BATH,"27,423,863",2017
1922,BATH SPA UNIVERSITY,"4,109,193",2017
1923,UNIVERSITY OF BEDFORDSHIRE,"7,528,687",2017
1924,BIRKBECK COLLEGE,"15,794,930",2017
1925,THE UNIVERSITY OF BIRMINGHAM,"71,614,921",2017
1926,UNIVERSITY COLLEGE BIRMINGHAM,"2,315,323",2017
1927,BIRMINGHAM CITY UNIVERSITY,"13,023,120",2017
1928,BISHOP GROSSETESTE UNIVERSITY,"601,605",2017
1929,THE UNIVERSITY OF BOLTON,"3,550,089",2017
1930,BOURNEMOUTH UNIVERSITY,"10,747,602",2017
1931,THE UNIVERSITY OF BRADFORD,"11,484,061",2017
1932,UNIVERSITY OF BRIGHTON,"16,521,693",2017
1933,UNIVERSITY OF BRISTOL,"78,463,252",2017
1934,THE BRITISH SCHOOL OF OSTEOPATHY,"880,033",2017
1935,BRUNEL UNIVERSITY LONDON,"20,309,163",2017
1936,BUCKINGHAMSHIRE NEW UNIVERSITY,"3,577,584",2017
1937,UNIVERSITY OF CAMBRIDGE,"145,495,502",2017
1938,CANTERBURY CHRIST CHURCH UNIVERSITY,"7,478,762",2017
1939,UNIVERSITY OF CENTRAL LANCASHIRE,"18,911,120",2017
1940,UNIVERSITY OF CHESTER,"8,339,414",2017
1941,THE UNIVERSITY OF CHICHESTER,"2,751,574",2017
1942,"CITY, UNIVERSITY OF LONDON","20,270,806",2017
1943,THE CONSERVATOIRE FOR DANCE AND DRAMA,"6,355,874",2017
1944,COURTAULD INSTITUTE OF ART,"3,722,370",2017
1945,COVENTRY UNIVERSITY,"21,810,792",2017
1946,CRANFIELD UNIVERSITY,"16,891,986",2017
1947,UNIVERSITY FOR THE CREATIVE ARTS,"3,149,021",2017
1948,THE UNIVERSITY OF CUMBRIA,"2,924,025",2017
1949,DE MONTFORT UNIVERSITY,"15,546,057",2017
1950,UNIVERSITY OF DERBY,"10,952,973",2017
1951,UNIVERSITY OF DURHAM,"35,017,483",2017
1952,THE UNIVERSITY OF EAST ANGLIA,"29,162,715",2017
1953,UNIVERSITY OF EAST LONDON,"12,215,192",2017
1954,EDGE HILL UNIVERSITY,"6,138,734",2017
1955,THE UNIVERSITY OF ESSEX,"15,784,028",2017
1956,UNIVERSITY OF EXETER,"39,562,508",2017
1957,FALMOUTH UNIVERSITY,"3,309,898",2017
1958,UNIVERSITY OF GLOUCESTERSHIRE,"4,004,698",2017
1959,GOLDSMITHS' COLLEGE,"11,081,504",2017
1960,UNIVERSITY OF GREENWICH,"15,691,671",2017
1961,GUILDHALL SCHOOL OF MUSIC & DRAMA,"5,610,160",2017
1962,HARPER ADAMS UNIVERSITY,"8,624,617",2017
1963,UNIVERSITY OF HERTFORDSHIRE,"17,817,734",2017
1964,HEYTHROP COLLEGE,"351,735",2017
1965,THE UNIVERSITY OF HUDDERSFIELD,"15,077,071",2017
1966,THE UNIVERSITY OF HULL,"19,299,496",2017
1967,IMPERIAL COLLEGE LONDON,"125,589,053",2017
1968,THE INSTITUTE OF CANCER RESEARCH,"18,600,094",2017
1969,UNIVERSITY OF KEELE,"16,565,652",2017
1970,THE UNIVERSITY OF KENT,"24,812,799",2017
1971,KING'S COLLEGE LONDON,"112,743,403",2017
1972,KINGSTON UNIVERSITY,"16,385,990",2017
1973,THE UNIVERSITY OF LANCASTER,"29,092,625",2017
1974,THE UNIVERSITY OF LEEDS,"74,552,533",2017
1975,LEEDS BECKETT UNIVERSITY,"12,474,184",2017
1976,LEEDS COLLEGE OF ART,"698,028",2017
1977,LEEDS TRINITY UNIVERSITY,"1,080,805",2017
1978,THE UNIVERSITY OF LEICESTER,"35,553,185",2017
1979,UNIVERSITY OF LINCOLN,"10,073,554",2017
1980,THE UNIVERSITY OF LIVERPOOL,"59,605,858",2017
1981,LIVERPOOL HOPE UNIVERSITY,"3,180,328",2017
1982,THE LIVERPOOL INSTITUTE FOR PERFORMING ARTS,"1,109,720",2017
1983,LIVERPOOL JOHN MOORES UNIVERSITY,"18,379,242",2017
1984,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,"8,763,412",2017
1985,UNIVERSITY COLLEGE LONDON,"182,279,843",2017
1986,UNIVERSITY OF LONDON,"9,029,672",2017
1987,LONDON BUSINESS SCHOOL,"6,470,482",2017
1988,LONDON METROPOLITAN UNIVERSITY,"9,213,623",2017
1989,THE LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,"23,550,467",2017
1990,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,"23,015,081",2017
1991,LONDON SOUTH BANK UNIVERSITY,"12,930,127",2017
1992,LOUGHBOROUGH UNIVERSITY,"30,565,980",2017
1993,THE UNIVERSITY OF MANCHESTER,"105,930,776",2017
1994,MANCHESTER METROPOLITAN UNIVERSITY,"20,686,894",2017
1995,MIDDLESEX UNIVERSITY,"16,576,145",2017
1996,THE NATIONAL FILM AND TELEVISION SCHOOL,"1,569,681",2017
1997,UNIVERSITY OF NEWCASTLE UPON TYNE,"60,578,068",2017
1998,NEWMAN UNIVERSITY,"991,601",2017
1999,THE UNIVERSITY OF NORTHAMPTON,"5,509,079",2017
2000,UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE,"17,260,682",2017
2001,NORWICH UNIVERSITY OF THE ARTS,"1,448,127",2017
2002,THE UNIVERSITY OF NOTTINGHAM,"83,058,568",2017
2003,NOTTINGHAM TRENT UNIVERSITY,"16,997,642",2017
2004,THE OPEN UNIVERSITY,"58,117,409",2017
2005,THE SCHOOL OF ORIENTAL AND AFRICAN STUDIES,"7,848,480",2017
2006,UNIVERSITY OF OXFORD,"162,155,823",2017
2007,OXFORD BROOKES UNIVERSITY,"12,870,895",2017
2008,UNIVERSITY OF PLYMOUTH,"25,678,093",2017
2009,PLYMOUTH COLLEGE OF ART,"922,112",2017
2010,UNIVERSITY OF PORTSMOUTH,"19,759,417",2017
2011,QUEEN MARY UNIVERSITY OF LONDON,"61,908,496",2017
2012,RAVENSBOURNE,"1,949,394",2017
2013,THE UNIVERSITY OF READING,"25,183,638",2017
2014,ROEHAMPTON UNIVERSITY,"9,694,934",2017
2015,ROSE BRUFORD COLLEGE OF THEATRE AND PERFORMANCE,"1,078,828",2017
2016,THE ROYAL ACADEMY OF MUSIC,"4,771,045",2017
2017,THE ROYAL AGRICULTURAL UNIVERSITY,"1,439,259",2017
2018,THE ROYAL CENTRAL SCHOOL OF SPEECH AND DRAMA,"5,689,454",2017
2019,THE ROYAL COLLEGE OF ART,"9,730,528",2017
2020,ROYAL COLLEGE OF MUSIC,"5,318,271",2017
2021,"ROYAL HOLLOWAY, UNIVERSITY OF LONDON","18,085,213",2017
2022,ROYAL NORTHERN COLLEGE OF MUSIC,"4,806,780",2017
2023,THE ROYAL VETERINARY COLLEGE,"19,918,876",2017
2024,THE UNIVERSITY OF SALFORD,"16,485,985",2017
2025,THE UNIVERSITY OF SHEFFIELD,"70,615,052",2017
2026,SHEFFIELD HALLAM UNIVERSITY,"17,590,255",2017
2027,UNIVERSITY OF SOUTHAMPTON,"67,083,807",2017
2028,SOUTHAMPTON SOLENT UNIVERSITY,"6,903,925",2017
2029,UNIVERSITY OF ST MARK & ST JOHN,"790,584",2017
2030,"ST MARY'S UNIVERSITY, TWICKENHAM","3,467,690",2017
2031,"ST. GEORGE'S, UNIVERSITY OF LONDON","14,534,231",2017
2032,STAFFORDSHIRE UNIVERSITY,"9,836,826",2017
2033,UNIVERSITY OF SUFFOLK,"2,216,775",2017
2034,UNIVERSITY OF SUNDERLAND,"7,203,843",2017
2035,THE UNIVERSITY OF SURREY,"28,196,428",2017
2036,UNIVERSITY OF SUSSEX,"24,982,354",2017
2037,TEESSIDE UNIVERSITY,"13,216,971",2017
2038,TRINITY LABAN CONSERVATOIRE OF MUSIC AND DANCE,"5,938,962",2017
2039,THE UNIVERSITY OF WARWICK,"52,515,342",2017
2040,THE UNIVERSITY OF WEST LONDON,"6,095,559",2017
2041,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","15,943,555",2017
2042,THE UNIVERSITY OF WESTMINSTER,"16,776,302",2017
2043,UNIVERSITY OF WINCHESTER,"2,645,923",2017
2044,UNIVERSITY OF WOLVERHAMPTON,"14,258,407",2017
2045,UNIVERSITY OF WORCESTER,"4,706,095",2017
2046,WRITTLE UNIVERSITY COLLEGE,"1,147,925",2017
2047,UNIVERSITY OF YORK,"35,405,932",2017
2048,YORK ST JOHN UNIVERSITY,"2,119,517",2017
2049,ABINGDON AND WITNEY COLLEGE,"61,141",2017
2050,ACCRINGTON AND ROSSENDALE COLLEGE,"146,808",2017
2051,ACTIVATE LEARNING,"129,427",2017
2052,AMERSHAM & WYCOMBE COLLEGE,"89,932",2017
2053,ASHTON SIXTH FORM COLLEGE,"8,504",2017
2054,ASKHAM BRYAN COLLEGE,"706,499",2017
2055,AYLESBURY COLLEGE,"3,960",2017
2056,BARKING AND DAGENHAM COLLEGE,"217,873",2017
2057,BARNET & SOUTHGATE COLLEGE,"137,119",2017
2058,BARNFIELD COLLEGE,"129,966",2017
2059,BARNSLEY COLLEGE,"353,501",2017
2060,BASINGSTOKE COLLEGE OF TECHNOLOGY,"84,385",2017
2061,BATH COLLEGE,"193,711",2017
2062,BEDFORD COLLEGE,"629,404",2017
2063,THE BERKSHIRE COLLEGE OF AGRICULTURE (BCA),"60,122",2017
2064,BEXHILL COLLEGE,"5,952",2017
2065,BIRMINGHAM METROPOLITAN COLLEGE,"335,634",2017
2066,BISHOP AUCKLAND COLLEGE,"128,118",2017
2067,BISHOP BURTON COLLEGE,"864,913",2017
2068,BLACKBURN COLLEGE,"1,155,315",2017
2069,BLACKPOOL AND THE FYLDE COLLEGE,"1,994,949",2017
2070,BMC (BROOKSBY MELTON COLLEGE),"122,141",2017
2071,BOLTON COLLEGE,"166,945",2017
2072,BOSTON COLLEGE,"121,954",2017
2073,THE BOURNEMOUTH AND POOLE COLLEGE,"225,631",2017
2074,BOURNVILLE COLLEGE,"81,409",2017
2075,BRADFORD COLLEGE,"1,164,547",2017
2076,BRIDGWATER AND TAUNTON COLLEGE,"786,958",2017
2077,BROCKENHURST COLLEGE,"22,391",2017
2078,BROMLEY COLLEGE OF FURTHER AND HIGHER EDUCATION,"156,926",2017
2079,BROOKLANDS COLLEGE,"17,705",2017
2080,BURNLEY COLLEGE,"521,001",2017
2081,BURTON AND SOUTH DERBYSHIRE COLLEGE,"60,900",2017
2082,BURY COLLEGE,"169,111",2017
2083,CALDERDALE COLLEGE,"160,040",2017
2084,CAMBRIDGE REGIONAL COLLEGE,"78,541",2017
2085,CANTERBURY COLLEGE,"257,669",2017
2086,CARDINAL NEWMAN COLLEGE,"8,780",2017
2087,CARSHALTON COLLEGE,"103,984",2017
2088,CENTRAL BEDFORDSHIRE COLLEGE,"46,243",2017
2089,CENTRAL COLLEGE NOTTINGHAM,"355,498",2017
2090,CENTRAL SUSSEX COLLEGE,"167,031",2017
2091,CHESTERFIELD COLLEGE,"426,925",2017
2092,CHICHESTER COLLEGE,"311,840",2017
2093,CIRENCESTER COLLEGE,"4,904",2017
2094,CITY COLLEGE COVENTRY,"18,200",2017
2095,CITY COLLEGE NORWICH,"653,786",2017
2096,CITY COLLEGE PLYMOUTH,"604,867",2017
2097,CITY OF BRISTOL COLLEGE,"373,986",2017
2098,THE CITY OF LIVERPOOL COLLEGE,"564,115",2017
2099,CITY OF WESTMINSTER COLLEGE,"276,578",2017
2100,CITY OF WOLVERHAMPTON COLLEGE,"231,049",2017
2101,CLEVELAND COLLEGE OF ART AND DESIGN,"348,616",2017
2102,COLCHESTER INSTITUTE,"530,546",2017
2103,CORNWALL COLLEGE,"912,453",2017
2104,CRAVEN COLLEGE,"138,400",2017
2105,CROYDON COLLEGE,"355,565",2017
2106,DERBY COLLEGE,"275,268",2017
2107,DONCASTER COLLEGE,"394,968",2017
2108,DUDLEY COLLEGE,"281,982",2017
2109,"EALING, HAMMERSMITH & WEST LONDON COLLEGE","58,705",2017
2110,EAST BERKSHIRE COLLEGE,"295,173",2017
2111,EAST RIDING COLLEGE,"106,596",2017
2112,EAST SURREY COLLEGE,"97,749",2017
2113,EASTLEIGH COLLEGE,"200,289",2017
2114,EXETER COLLEGE,"318,281",2017
2115,FAREHAM COLLEGE,"140,297",2017
2116,FARNBOROUGH COLLEGE OF TECHNOLOGY,"227,397",2017
2117,FURNESS COLLEGE,"227,950",2017
2118,GATESHEAD COLLEGE,"439,955",2017
2119,GLOUCESTERSHIRE COLLEGE,"315,400",2017
2120,GRANTHAM COLLEGE,"52,404",2017
2121,GREATER BRIGHTON METROPOLITAN COLLEGE,"685,299",2017
2122,GRIMSBY INSTITUTE OF FURTHER AND HIGHER EDUCATION,"835,646",2017
2123,GUILDFORD COLLEGE OF FURTHER AND HIGHER EDUCATION,"301,018",2017
2124,HADLOW COLLEGE,"73,690",2017
2125,HALESOWEN COLLEGE,"137,049",2017
2126,"THE COLLEGE OF HARINGEY, ENFIELD AND NORTH-EAST LONDON","53,742",2017
2127,HARLOW COLLEGE,"23,818",2017
2128,HARROW COLLEGE,"80,378",2017
2129,HARTPURY COLLEGE,"1,340,153",2017
2130,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,"467,087",2017
2131,HEART OF WORCESTERSHIRE COLLEGE,"1,096,318",2017
2132,HENLEY COLLEGE COVENTRY,"111,118",2017
2133,HEREFORD COLLEGE OF ARTS,"253,189",2017
2134,HEREFORDSHIRE AND LUDLOW COLLEGE,"47,581",2017
2135,HERTFORD REGIONAL COLLEGE,"104,543",2017
2136,HIGHBURY COLLEGE PORTSMOUTH,"105,447",2017
2137,HOLY CROSS COLLEGE,"122,190",2017
2138,HOPWOOD HALL COLLEGE,"100,695",2017
2139,HUGH BAIRD COLLEGE,"291,182",2017
2140,HULL COLLEGE,"688,267",2017
2141,HUNTINGDONSHIRE REGIONAL COLLEGE,"6,892",2017
2142,KENDAL COLLEGE,"81,229",2017
2143,KENSINGTON AND CHELSEA COLLEGE,"45,555",2017
2144,KING EDWARD VI COLLEGE NUNEATON,"14,929",2017
2145,KING EDWARD VI COLLEGE STOURBRIDGE,"5,470",2017
2146,KINGSTON COLLEGE,"536,888",2017
2147,KINGSTON MAURWARD COLLEGE,"77,021",2017
2148,KIRKLEES COLLEGE,"314,325",2017
2149,KNOWSLEY COMMUNITY COLLEGE,"73,074",2017
2150,LAKES COLLEGE WEST CUMBRIA,"443,899",2017
2151,LANCASTER AND MORECAMBE COLLEGE,"75,078",2017
2152,LEEDS CITY COLLEGE,"1,162,799",2017
2153,LEEDS COLLEGE OF BUILDING,"270,685",2017
2154,LEICESTER COLLEGE,"421,309",2017
2155,LEWISHAM SOUTHWARK COLLEGE,"68,633",2017
2156,LINCOLN COLLEGE,"274,204",2017
2157,LOUGHBOROUGH COLLEGE,"589,491",2017
2158,MACCLESFIELD COLLEGE,"66,231",2017
2159,THE MANCHESTER COLLEGE,"970,318",2017
2160,MID-CHESHIRE COLLEGE,"195,678",2017
2161,MID-KENT COLLEGE,"402,882",2017
2162,MILTON KEYNES COLLEGE,"107,167",2017
2163,MOULTON COLLEGE,"448,671",2017
2164,MYERSCOUGH COLLEGE,"822,178",2017
2165,NCG,"1,836,012",2017
2166,NELSON AND COLNE COLLEGE,"209,921",2017
2167,NEW CITY COLLEGE,"1,397,692",2017
2168,NEW COLLEGE DURHAM,"723,494",2017
2169,NEW COLLEGE NOTTINGHAM (NCN),"379,732",2017
2170,NEW COLLEGE PONTEFRACT,"15,461",2017
2171,NEW COLLEGE STAMFORD,"205,686",2017
2172,NEW COLLEGE SWINDON,"206,622",2017
2173,NEW COLLEGE TELFORD,"14,795",2017
2174,NEWBURY COLLEGE,"174,870",2017
2175,NEWCASTLE AND STAFFORD COLLEGES GROUP,"36,164",2017
2176,NEWHAM COLLEGE OF FURTHER EDUCATION,"248,906",2017
2177,NORTH EAST SURREY COLLEGE OF TECHNOLOGY (NESCOT),"348,732",2017
2178,NORTH HERTFORDSHIRE COLLEGE,"10,309",2017
2179,NORTH KENT COLLEGE,"160,926",2017
2180,NORTH LINDSEY COLLEGE,"697,504",2017
2181,NORTH WARWICKSHIRE AND SOUTH LEICESTERSHIRE COLLEGE,"207,322",2017
2182,THE COLLEGE OF NORTH WEST LONDON,"100,661",2017
2183,NORTHAMPTON COLLEGE,"44,169",2017
2184,NORTHUMBERLAND COLLEGE,"317,969",2017
2185,OAKLANDS COLLEGE,"199,795",2017
2186,THE OLDHAM COLLEGE,"239,205",2017
2187,PETER SYMONDS COLLEGE,"69,799",2017
2188,PETERBOROUGH REGIONAL COLLEGE,"134,402",2017
2189,PETROC,"377,799",2017
2190,PLUMPTON COLLEGE,"367,837",2017
2191,PRESTON COLLEGE,"126,445",2017
2192,REASEHEATH COLLEGE,"303,393",2017
2193,RICHARD HUISH COLLEGE,"23,122",2017
2194,RICHMOND ADULT COMMUNITY COLLEGE (RACC),"21,326",2017
2195,RICHMOND UPON THAMES COLLEGE,"59,945",2017
2196,RIVERSIDE COLLEGE,"137,823",2017
2197,RNN GROUP,"514,075",2017
2198,RUNSHAW COLLEGE,"166,102",2017
2199,RUSKIN COLLEGE,"54,186",2017
2200,SALFORD CITY COLLEGE,"45,242",2017
2201,SANDWELL COLLEGE,"40,001",2017
2202,SEEVIC COLLEGE,"12,990",2017
2203,SELBY COLLEGE,"155,879",2017
2204,THE SHEFFIELD COLLEGE,"408,394",2017
2205,SHREWSBURY COLLEGES GROUP,"30,830",2017
2206,SOLIHULL COLLEGE AND UNIVERSITY CENTRE,"434,002",2017
2207,SOUTH & CITY COLLEGE BIRMINGHAM,"247,905",2017
2208,SOUTH CHESHIRE COLLEGE,"274,045",2017
2209,SOUTH DEVON COLLEGE,"444,688",2017
2210,SOUTH DOWNS COLLEGE,"241,975",2017
2211,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"470,410",2017
2212,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,"132,253",2017
2213,SOUTH THAMES COLLEGE,"292,459",2017
2214,SOUTH TYNESIDE COLLEGE,"507,251",2017
2215,SOUTHAMPTON CITY COLLEGE,"138,294",2017
2216,SOUTHPORT COLLEGE,"95,469",2017
2217,SPARSHOLT COLLEGE,"599,268",2017
2218,ST HELENS COLLEGE,"692,936",2017
2219,ST MARY'S COLLEGE,"17,481",2017
2220,STEPHENSON COLLEGE,"216,554",2017
2221,STOCKPORT COLLEGE,"295,052",2017
2222,STRATFORD-UPON-AVON COLLEGE,"32,555",2017
2223,STRODE COLLEGE,"58,421",2017
2224,SUNDERLAND COLLEGE,"292,381",2017
2225,SUSSEX COAST COLLEGE HASTINGS,"111,877",2017
2226,SUSSEX DOWNS COLLEGE,"113,177",2017
2227,SWINDON COLLEGE,"187,307",2017
2228,TAMESIDE COLLEGE,"183,603",2017
2229,TELFORD COLLEGE OF ARTS & TECHNOLOGY,"126,149",2017
2230,TRAFFORD COLLEGE,"301,503",2017
2231,TRESHAM COLLEGE OF FURTHER AND HIGHER EDUCATION,"69,785",2017
2232,TRURO AND PENWITH COLLEGE,"373,440",2017
2233,TYNE METROPOLITAN COLLEGE,"483,810",2017
2234,UXBRIDGE COLLEGE,"264,034",2017
2235,WAKEFIELD COLLEGE,"330,392",2017
2236,WALSALL COLLEGE,"149,969",2017
2237,WALTHAM FOREST COLLEGE,"38,728",2017
2238,WARRINGTON COLLEGIATE,"451,902",2017
2239,WARWICKSHIRE COLLEGE,"1,488,107",2017
2240,WEST HERTS COLLEGE,"65,193",2017
2241,WEST KENT AND ASHFORD COLLEGE,"45,715",2017
2242,WEST NOTTINGHAMSHIRE COLLEGE,"310,330",2017
2243,WEST THAMES COLLEGE,"233,947",2017
2244,WESTON COLLEGE OF FURTHER AND HIGHER EDUCATION,"231,840",2017
2245,WEYMOUTH COLLEGE,"102,682",2017
2246,WIGAN AND LEIGH COLLEGE,"599,855",2017
2247,WILTSHIRE COLLEGE,"317,536",2017
2248,WIRRAL METROPOLITAN COLLEGE,"233,293",2017
2249,WKCIC GROUP,"267,721",2017
2250,YEOVIL COLLEGE,"165,642",2017
2251,YORK COLLEGE,"333,840",2017
2252,OVERALL TOTAL,"3,015,807,059",2017
2253,HIGHER EDUCATION INSTITUTION TOTAL,"2,956,106,848",2017
2254,FURTHER EDUCATION AND SIXTH FORM COLLEGE TOTAL,"59,700,211",2017
